"name","venue","venue_address","date","time","venue_city","event_url","description","picture","price"
"Downtown Mesa Festival of the Arts ","Visit Arizona","NA","04/21/2018","None","Multiple","https://www.visitarizona.com/events/fairs-and-festivals/downtown-mesa-festival-of-the-arts","A free event featuring unique artistic creations, music, food and fun for the whole family. Features the work of established and emerging artists. Music provided by Peggy and Tim.  ","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1503414073/e5gz1jptswbc7rxjmfsg","-1"
"14th Annual Gilbert Global Village Festival ","Visit Arizona","NA","04/14/2018","None","Multiple","https://www.visitarizona.com/events/fairs-and-festivals/14th-annual-gilbert-global-village-festival","A celebration of diverse cultures and heritage. The festival brings neighbors together in a friendly, educational way to learn more about each other. The family event highlights traditional and contemporary forms of music, dance, children's activities, hands on displays from all over the world, and ethnic foods from multiple countries abroad.","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1466618739/q2jkzzli7uiuwwbtvbgg","-1"
"Scottsdale Culinary Festival 2018","Visit Arizona","NA","04/14/2018","None","Multiple","https://www.visitarizona.com/events/food-wine-and-beer/scottsdale-culinary-festival-2018","[Apr 14-15] The festival weekend provides the opportunity to taste as many foods from as many restaurants as your stomach will allow on acres of park bliss..20 bands, a local lounge showcasing wineries, spirits and craft beer from around the state, wine & beer gardens, family zone, and a vodka lounge. ","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1485463905/w0f9l1v3awyjwaizunkq","-1"
"Scottsdale Culinary Festival 2018","Visit Arizona","NA","04/15/2018","None","Multiple","https://www.visitarizona.com/events/food-wine-and-beer/scottsdale-culinary-festival-2018","[Apr 14-15] The festival weekend provides the opportunity to taste as many foods from as many restaurants as your stomach will allow on acres of park bliss..20 bands, a local lounge showcasing wineries, spirits and craft beer from around the state, wine & beer gardens, family zone, and a vodka lounge. ","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1485463905/w0f9l1v3awyjwaizunkq","-1"
"The Arab American Festival ","Visit Arizona","NA","04/21/2018","None","Multiple","https://www.visitarizona.com/events/history-and-heritage/the-arab-american-festival","This two-day event features dozens of international singers, musicians, dancers and performers from all over the Arab World. Live entertainment, folklore shows, belly dancing, international food court, hookah lounge, kids' rides, and vendors.","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1519338056/dp4tz91pbiqkm4kuhnkm","-1"
"The Arab American Festival ","Visit Arizona","NA","04/22/2018","None","Multiple","https://www.visitarizona.com/events/history-and-heritage/the-arab-american-festival","This two-day event features dozens of international singers, musicians, dancers and performers from all over the Arab World. Live entertainment, folklore shows, belly dancing, international food court, hookah lounge, kids' rides, and vendors.","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1519338056/dp4tz91pbiqkm4kuhnkm","-1"
"Great Southwest Cajun Fest","Visit Arizona","NA","04/21/2018","None","Multiple","https://www.visitarizona.com/events/fairs-and-festivals/great-southwest-cajun-fest","Celebrates Cajun culture, cuisine and handcrafted beer and will feature live music with jazz, blues, and contemporary swing revival bands, themed zones including Bourbon Street, French Quarter, Garden District, dress in festive parade style attire and join in on the fun and celebration.","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1489771636/jzwo4flmeo8vxdny7gwa","-1"
" 2nd Annual Old Town Cottonwood Arts Festival","Visit Arizona","NA","04/21/2018","None","Multiple","https://www.visitarizona.com/events/fairs-and-festivals/2nd-annual-old-town-cottonwood-arts-festival","A weekend of wine, art and earthy fun! Features selected fine crafts from Arizona artists, live entertainment, wine tasting by local wineries, such as Winery 101 (www.winery101.com) and farm to table demonstrations hosted by the Muse Bistro. ","https://res.cloudinary.com/hud9ala09/image/upload/c_scale,f_auto,w_270,h_150/v1490804858/hjm8nnonbkbmxay6l6ty","-1"
"Get Involved, Special Events","Art Intersection","207 North Gilbert Road Suite 201","4/14/2018","None","gilbert","https://artintersection.com/event/portfolio-sharing-at-art-intersection-5-2/","None","https://artintersection.com/wp-content/uploads/2015/07/Member-Print-Sharing_800xrect1-265x126.jpg","N/A"
"Get Involved, Workshop, Featured","Art Intersection","207 North Gilbert Road Suite 201","4/21/2018","None","gilbert","https://artintersection.com/event/beyond-the-tube-mixing-color-with-andy-burgess/","None","https://artintersection.com/wp-content/uploads/2018/01/Burgess-Painting-Workshop_header-265x126.jpg","N/A"
"Get Involved, Featured, Special Events","Art Intersection","207 North Gilbert Road Suite 201","4/29/2018","None","gilbert","https://artintersection.com/event/pinhole-photography-day-at-tempe-beach-park/","None","https://artintersection.com/wp-content/uploads/2018/03/pinhole-day_header-265x126.jpg","N/A"
"Exhibitions","Art Intersection","207 North Gilbert Road Suite 201","5/1/2018","None","gilbert","https://artintersection.com/event/emerge-2018-student-photography-exhibition/","None","https://artintersection.com/wp-content/uploads/2018/02/Emerge_header-265x126.jpg","N/A"
"_________","The Art House Gallery","36 N. Gilbert Dr.","_________","_________","Gilbert","http://arthousegilbert.com/events/month/","Please review website for The Art House Gallery manually. URL: http://arthousegilbert.com/events/month/","_________","_________"
"_________","Idea Museum","150 W. Pepper Place","_________","_________","Mesa","https://clients6.google.com/calendar/v3/calendars/ideamuseummesa@gmail.com/events?calendarId=ideamuseummesa%40gmail.com&singleEvents=true&timeZone=America%2FPhoenix&maxAttendees=1&maxResults=250&sanitizeHtml=true&timeMin=2018-02-25T00%3A00%3A00-07%3A00&timeMax=2018-04-01T00%3A00%3A00-07%3A00&key=AIzaSyBNlYH01_9Hc5S1J9vuFmu2nUqBZJNAXxs","Please review website for Idea Museum manually. URL: https://clients6.google.com/calendar/v3/calendars/ideamuseummesa@gmail.com/events?calendarId=ideamuseummesa%40gmail.com&singleEvents=true&timeZone=America%2FPhoenix&maxAttendees=1&maxResults=250&sanitizeHtml=true&timeMin=2018-02-25T00%3A00%3A00-07%3A00&timeMax=2018-04-01T00%3A00%3A00-07%3A00&key=AIzaSyBNlYH01_9Hc5S1J9vuFmu2nUqBZJNAXxs","_________","_________"
"Musical Icons: Tito Puente and Celia Cruz","Musical Instrument Museum","4725 E. Mayo Blvd","4/14/2018","None","Phoenix","http://www.mim.org/events/musical-icons-tito-puente-and-celia-cruz-apr-14-2018/","None","/wp-content/uploads/2018/03/event-titopuenteandceliacruz.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/14/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-14-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-saturdays3.jpg","N/A"
"Girl Scout Badge Day","Musical Instrument Museum","4725 E. Mayo Blvd","4/14/2018","None","Phoenix","http://www.mim.org/events/girl-scout-badge-day/","None","/wp-content/uploads/2017/02/event-girlscoutday1-1024x499.jpg","N/A"
"Musical Icons: Tito Puente and Celia Cruz","Musical Instrument Museum","4725 E. Mayo Blvd","4/15/2018","None","Phoenix","http://www.mim.org/events/musical-icons-tito-puente-and-celia-cruz-apr-15-2018/","None","/wp-content/uploads/2018/03/event-titopuenteandceliacruz.jpg","N/A"
"Carmela y Mas presents: A Musical Tribute to Tito Puente and Celia Cruz","Musical Instrument Museum","4725 E. Mayo Blvd","4/15/2018","None","Phoenix","http://www.mim.org/events/carmela-y-mas-presents-a-musical-tribute-to-tito-puente-and-celia-cruz/","None","/wp-content/uploads/2018/03/concert-carmelaymas2.jpg","N/A"
"Roberta Gambarini","Musical Instrument Museum","4725 E. Mayo Blvd","4/16/2018","None","Phoenix","http://www.mim.org/events/roberta-gambarini-apr-16-2018/","None","/wp-content/uploads/2018/03/concert-robertagambarini.jpg","N/A"
"Dustbowl Revival and Shook Twins","Musical Instrument Museum","4725 E. Mayo Blvd","4/17/2018","None","Phoenix","http://www.mim.org/events/dustbowl-revival-and-the-shook-twins/","None","/wp-content/uploads/2018/02/concert-dustbowlrevival.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/18/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-18-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-wednesdays4.jpg","N/A"
"Hot Club of Cowtown","Musical Instrument Museum","4725 E. Mayo Blvd","4/18/2018","None","Phoenix","http://www.mim.org/events/hot-club-of-cowtown/","None","/wp-content/uploads/2017/12/concert-hotclubofcowtown.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/19/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-19-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-thursdays4.jpg","N/A"
"Dayme Arocena","Musical Instrument Museum","4725 E. Mayo Blvd","4/19/2018","None","Phoenix","http://www.mim.org/events/dayme-arocena/","None","/wp-content/uploads/2017/11/concert-daymearocena.jpg","N/A"
"MIMkids Musical Adventures","Musical Instrument Museum","4725 E. Mayo Blvd","4/20/2018","None","Phoenix","http://www.mim.org/events/mimkids-musical-adventures-30/","None","/wp-content/uploads/2017/02/event-mimkidsmusicaladventures1-1024x499.jpg","N/A"
"Fruition","Musical Instrument Museum","4725 E. Mayo Blvd","4/20/2018","None","Phoenix","http://www.mim.org/events/fruition/","None","/wp-content/uploads/2018/03/concert-fruition.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/21/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-21-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-saturdays4.jpg","N/A"
"Amina Figarova","Musical Instrument Museum","4725 E. Mayo Blvd","4/21/2018","None","Phoenix","http://www.mim.org/events/amina-figarova/","None","/wp-content/uploads/2018/03/concert-aminafigarova2.jpg","N/A"
"Tchaikovsky and Mozart: Behind the Music with Robert Greenberg","Musical Instrument Museum","4725 E. Mayo Blvd","4/22/2018","None","Phoenix","http://www.mim.org/events/tchaikovsky-and-mozart-behind-the-music-with-robert-greenberg-3/","None","/wp-content/uploads/2018/01/concert-robertgreenberg.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/25/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-25-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-wednesdays3.jpg","N/A"
"MIM Musical Interludes Series: Pan Devils Steel Band","Musical Instrument Museum","4725 E. Mayo Blvd","4/25/2018","None","Phoenix","http://www.mim.org/events/pan-devils-steel-band/","None","/wp-content/uploads/2017/12/concert-asupandevilssteelband.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/26/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-26-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-thursdays3.jpg","N/A"
"Brubeck Brothers Quartet","Musical Instrument Museum","4725 E. Mayo Blvd","4/26/2018","None","Phoenix","http://www.mim.org/events/brubeck-brothers-quartet/","None","/wp-content/uploads/2017/11/concert-brubeckbrothersquartet.jpg","N/A"
"Stanley Jordan","Musical Instrument Museum","4725 E. Mayo Blvd","4/27/2018","None","Phoenix","http://www.mim.org/events/stanley-jordan/","None","/wp-content/uploads/2018/03/concert-stanleyjordan.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/28/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-apr-28-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-saturdays3.jpg","N/A"
"Nicole Pesce","Musical Instrument Museum","4725 E. Mayo Blvd","4/28/2018","None","Phoenix","http://www.mim.org/events/nicole-pesce/","None","/wp-content/uploads/2018/03/concert-nicolepesce.jpg","N/A"
"Keiko Matsui","Musical Instrument Museum","4725 E. Mayo Blvd","4/29/2018","None","Phoenix","http://www.mim.org/events/keiko-matsui-apr-29-2018/","None","/wp-content/uploads/2018/03/concert-keikomatsui.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-may-2-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-wednesdays4.jpg","N/A"
"Los Lobos","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/los-lobos-may-2-2018/","None","/wp-content/uploads/2018/02/concert-loslobos.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-may-3-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-thursdays4.jpg","N/A"
"Los Lobos","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/los-lobos/2018-05-03/","None","/wp-content/uploads/2018/02/concert-loslobos.jpg","N/A"
"Los Lobos","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/los-lobos/2018-05-03/","None","/wp-content/uploads/2018/02/concert-loslobos.jpg","N/A"
"Terence Blanchard","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/terence-blanchard/2018-05-04/","None","/wp-content/uploads/2017/11/concert-terenceblanchard.jpg","N/A"
"Terence Blanchard","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/terence-blanchard/2018-05-04/","None","/wp-content/uploads/2017/11/concert-terenceblanchard.jpg","N/A"
"Experience China","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/experience-china-may-5-2018/","None","/wp-content/uploads/2018/04/event-experiencechina.jpg","N/A"
"MIMkids Mini Music Makers","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/mimkids-mini-music-makers-may-5-2018/","None","/wp-content/uploads/2017/05/event-mimkidsminimusicmakers-saturdays4.jpg","N/A"
"Boy Scout Badge Day","Musical Instrument Museum","4725 E. Mayo Blvd","4/30/2018","None","Phoenix","http://www.mim.org/events/boy-scout-badge-day-2/","None","/wp-content/uploads/2016/12/event-boyscoutday1-1024x499.jpg","N/A"
"Friday Night Live with Signature","Rock Bar Inc","4245 N. Craftsman Court","4/13/2018","None","Scottsdale","http://rockbarscottsdale.com/event/friday-night-live-with-signature-2/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/548cec3d08ca938b777068dda6d168be.jpg","N/A"
"JOHN HOLMBERGS Under Cover performing ALICE IN CHAINS  Unplugged","Rock Bar Inc","4245 N. Craftsman Court","4/14/2018","None","Scottsdale","http://rockbarscottsdale.com/event/john-holmbergs-under-cover-preforming-alice-in-chains-unplugged/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/840b4e5552ef574a771ac16efd4dbf6e.jpg","N/A"
"Borracho Sunday JAM with Jim Dalton & Friends!","Rock Bar Inc","4245 N. Craftsman Court","4/15/2018","None","Scottsdale","http://rockbarscottsdale.com/event/borracho-sunday-jam-with-jim-dalton-friends/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/Dalton-Bexley-663x1024.png","N/A"
"MIKE & THE MOONPIES","Rock Bar Inc","4245 N. Craftsman Court","4/17/2018","None","Scottsdale","http://rockbarscottsdale.com/event/mike-the-moonpies/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/c08f99173e64899b103452653773e528.jpg","N/A"
"ONE DROP  Roots Reggae with WHY WORRY at Rockbar!","Rock Bar Inc","4245 N. Craftsman Court","4/20/2018","None","Scottsdale","http://rockbarscottsdale.com/event/one-drop-roots-reggae-with-why-worry-at-rockbar/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/776ac48a46a0c3dd83ab9c41a2eb6ef0.png","N/A"
"Drew Coopers Album Release w/ The Cole Trains","Rock Bar Inc","4245 N. Craftsman Court","4/21/2018","None","Scottsdale","http://rockbarscottsdale.com/event/drew-coopers-album-release-w-the-cole-trains/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/85e61b09c2577077574e31bc440a04a6.jpg","N/A"
"Rockbars InTheRound with host Mark Zubia!","Rock Bar Inc","4245 N. Craftsman Court","4/24/2018","None","Scottsdale","http://rockbarscottsdale.com/event/rockbars-intheround-with-host-mark-zubia-2/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/e47e396a9e82376ffaac215f721f12a0.jpg","N/A"
"Eagles West Draft Day Party!","Rock Bar Inc","4245 N. Craftsman Court","4/26/2018","None","Scottsdale","http://rockbarscottsdale.com/event/eagles-west-draft-day-party/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/d210b613bfedaca30149516f3c080aef.jpg","N/A"
"Comedy Street Fight","Rock Bar Inc","4245 N. Craftsman Court","4/26/2018","None","Scottsdale","http://rockbarscottsdale.com/event/comedy-street-fight-8/","None","http://rockbarscottsdale.com/wp-content/uploads/2018/04/4cd201853f012abada7da87f26f6693e.jpg","N/A"
"PRIVATE PARTY 7-11pm","Rock Bar Inc","4245 N. Craftsman Court","4/27/2018","None","Scottsdale","http://rockbarscottsdale.com/event/private-party-7-11pm/","None","","N/A"
"The Blunt Club","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/13","8:00 pm","Tempe","https://yuccatap.com/event/the-blunt-club-7/","More info to come! Find out more ","None","N/A"
"POPE PAUL & THE ILLEGALS * BILLY & THE KIDS * The Limit Club","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/15","8:00 pm","Tempe","https://yuccatap.com/event/pope-paul-the-illegals-2/","POPE PAUL & THE ILLEGALS Santa Ana, CA www.facebook.com/PopePaulandtheIllegals BILLY & THE KIDS Strangnas, SWEDEN www.facebook.com/Billy-and-The-Kids-43807881401 THE LIMIT CLUB www.facebook.com/thelimitclub Find out more ","None","N/A"
"Open Mic Night","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/16","8:00 pm","Tempe","https://yuccatap.com/event/open-mic-night-77/","Find out more ","None","N/A"
"INTERGALACTIC PEACE JELLY * Exxxtra Crispy","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/17","8:00 pm","Tempe","https://yuccatap.com/event/intergalactic-peace-jelly-exxxtra-crispy/","INTERGALACTIC PEACE JELLY Boulder, CO www.facebook.com/intergalacticpeacejelly EXXXTRA CRISPY www.facebook.com/extracrispyband Find out more ","None","N/A"
"Anthony Fama * Bradley Palermo * Ghost In The Willow * Jon Watkins * Phantom Party (acoustic)","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/18","8:00 pm","Tempe","https://yuccatap.com/event/anthony-fama-bradley-palermo-ghost-in-the-willow-jon-watkins/","ANTHONY FAMA www.facebook.com/gimmeredemption BRADLEY PALERMO Los Angeles, CA www.facebook.com/BradleyPalermomusic GHOST IN THE WILLOW www.facebook.com/ghostinthewillow JON WATKINS www.facebook.com/damntheweatherband PHANTOM PARTY (acoustic) www.facebook.com/phntmprty Find out more ","None","N/A"
"THE PENSKE FILE * DECENT CRIMINAL * Its Embarrassing","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/19","8:00 pm","Tempe","https://yuccatap.com/event/the-penske-file-decent-criminal/","RELAXD Presents: THE PENSKE FILE Burlington, ONTARIO www.facebook.com/thepenskefile DECENT CRIMINAL Santa Rosa, CA www.facebook.com/DecentCriminal08 IT'S EMBARRASING www.facebook.com/itsembarrassing Find out more ","None","N/A"
"Good Rust * Pride Through Strife * Surf Ave.","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/20","8:00 pm","Tempe","https://yuccatap.com/event/good-rust-clint-stevens-band/","RIVIR presents: GOOD RUST www.facebook.com/GoodRust PRIDE THROUGH STRIFE www.facebook.com/PTSband SURF AVE www.facebook.com/surftempeaz   TICKETS: www.eventbrite.com Find out more ","None","N/A"
"Border Town Devils * Creepsville 666 * Def Yeti * Madd Dog Tannen * The Lesser Saints","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/21","8:00 pm","Tempe","https://yuccatap.com/event/border-town-devils-creepsville-666-def-yeti-madd-dog-tannen-the-lesser-saints/","PITS AND PUNK FUNDRAISER featuring: BORDER TOWN DEVILS www.facebook.com/bordertowndevils CREEPSVILLE 666 www.facebook.com/creepsville666 DEF YETI www.facebook.com/DefYeti MADD DOG TANNEN www.facebook.com/madddogtannen THE LESSER SAINTS Find out more ","None","N/A"
"Dave Vito & The Volunteers","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/22","6:00 pm","Tempe","https://yuccatap.com/event/dave-vito-the-volunteers-10/","DAVE VITO & THE VOLUNTEERS www.facebook.com/squiddog.az Find out more ","None","N/A"
"L.A. WITCH * PRETTIEST EYES * Willetta","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/23","8:00 pm","Tempe","https://yuccatap.com/event/l-a-witch-prettiest-eyes/","RELAXD Presents: L.A. WITCH Los Angeles, CA www.facebook.com/lawitches PRETTIEST EYES Los Angeles, CA www.facebook.com/prettiesteyes WILLETTA</strong www.facebook.com/Forwilletta https://www.Purplepass.com/js/pp/init.js Find out more ","None","N/A"
"SNOOZY MOON","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/24","8:00 pm","Tempe","https://yuccatap.com/event/snoozy-moon/","SNOOZY MOON Pocotello, ID www.facebook.com/snoozymoon Find out more ","None","N/A"
"REVEREND BEAT-MAN & NICOLE IZOBEL GARCIA","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/25","8:00 pm","Tempe","https://yuccatap.com/event/reverend-beat-man-nicole-izobel-garcia/","RELAXD Presents: REVEREND BEAT-MAN Bern, SWITZERLAND www.facebook.com/reverendbeatmanofficial NICOLE IZOBEL GARCIA Los Angeles, CA www.facebook.com/nicoleizobelgarcia https://www.Purplepass.com/js/pp/init.js Find out more ","None","N/A"
"SMOKING POPES (acoustic) * THE BIGGER EMPTY * Mike Spero * Rico Caldera & Ben Funke","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/26","8:00 pm","Tempe","https://yuccatap.com/event/smoking-popes-acoustic-the-bigger-empty-mike-spero-rico-caldera-ben-funke/","RELAXD Presents: SMOKING POPES (acoustic) Chicago, IL www.facebook.com/smokingpopes THE BIGGER EMPTY Chicago, IL www.facebook.com/TheBiggerEmptyBand MIKE SPERO (of Authority Zero) www.facebook.com/Mikesperoofficial RICO CALDERA & BEN FUNKE (of LightSpeedGo) www.facebook.com/Lightspeedgo https://www.Purplepass.com/js/pp/init.js Find out more ","None","N/A"
"Playboy Manbaby","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/27","8:00 pm","Tempe","https://yuccatap.com/event/playboy-manbaby/","PLAYBOY MANBABY www.facebook.com/ButterGravyButter Find out more ","None","N/A"
"Playboy Manbaby","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/28","8:00 pm","Tempe","https://yuccatap.com/event/playboy-manbaby-2/","PLAYBOY MANBABY www.facebook.com/ButterGravyButter Find out more ","None","N/A"
"COASTLANDS * Holy Fawn * Moons Eat Stars * The Living Receiver","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/29","8:00 pm","Tempe","https://yuccatap.com/event/coastlands-holy-fawn-moons-eat-stars-the-living-receiver/","COASTLANDS Portland, OR www.facebook.com/coastlandsmusic HOLY FAWN www.facebook.com/holyfawn MOONS EAT STARS www.facebook.com/moonseatstars THE LIVING RECEIVER www.facebook.com/thelivingreceiver Find out more ","None","N/A"
"Open Mic Night","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/4/30","8:00 pm","Tempe","https://yuccatap.com/event/open-mic-night-78/","Find out more ","None","N/A"
"Carvin Jones Band","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/1","8:00 pm","Tempe","https://yuccatap.com/event/carvin-jones-band/","CARVIN JONES BAND www.facebook.com/CarvinJonesBandOfficial Find out more ","None","N/A"
"DESTROYER OF LIGHT * Sorxe * Wolves Of Winter * Twingiant","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/2","8:00 pm","Tempe","https://yuccatap.com/event/destroyer-of-light-sorxe/","RELAXD Presents: DESTROYER OF LIGHT Austin, TX www.facebook.com/destroyeroflight SORXE www.facebook.com/Sorxe WOLVES OF WINTER www.facebook.com/thewolvesofwinter TWINGIANT www.facebook.com/twingiant Find out more ","None","N/A"
"JENNY DONT & THE SPURS * Brea Burns & The Boleros","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/3","8:00 pm","Tempe","https://yuccatap.com/event/jenny-dont-the-spurs-brea-burns-the-boleros/","SELECT presents: JENNY DON'T & THE SPURS Portland, OR www.facebook.com/JennyDontAndTheSpurs BREA BURNS & THE BOLEROS www.facebook.com/breaburnsandtheboleros Find out more ","None","N/A"
"RAWHIDE * PANZERBASTARD * Sounds Like Murder","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/4","8:00 pm","Tempe","https://yuccatap.com/event/rawhide-panzerbastard-sounds-like-murder/","13th Floor Entertainment presents: RAWHIDE Uddevalla, SWEDEN www.facebook.com/rawhidebandofficial PANZERBASTARD Boston, MA www.facebook.com/panzerbastardboston SOUNDS LIKE MURDER www.facebook.com/Sounds-Like-Murder-409565782472314 Find out more ","None","N/A"
"MaSkaRade Ball  Half-Way To Halloween Party","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/5","8:00 pm","Tempe","https://yuccatap.com/event/maskarade-ball-half-way-to-halloween-party/","2 TONE LIZARD KINGS as The Toasters www.facebook.com/2Tone-Lizard-Kings-113587218707913 Various Artists as Citizen Fish Various Artists as The Hippos THE EFFECTS as The Specials www.facebook.com/TheEffectsBandPhx UNDERCOVER MONSTERS as The Rocky Horror Punk Rock Show www.facebook.com/undercovermonsters Find out more ","None","N/A"
"Hazardous For Humans * Simple Malfunction * Bad Funk","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/6","8:00 pm","Tempe","https://yuccatap.com/event/hazardous-for-humans/","HAZARDOUS FOR HUMANS www.facebook.com/hazardousforhumans SIMPLE MALFUNCTION www.facebook.com/simplemalfunction BAD FUNK www.facebook.com/badfunkmusic Find out more ","None","N/A"
"Open Mic Night","Yucca Tap Room","Yucca Tap Room,  29 West Southern Avenue  Tempe, AZ 85282 United States","2018/5/7","8:00 pm","Tempe","https://yuccatap.com/event/open-mic-night-79/","Find out more ","None","N/A"
